Location,Social Category,year,level,gender,drop out rate
Karnataka,ST,2016-17,secondary,boys,50.76
Karnataka,OBC,2016-17,secondary,boys,47.98
Karnataka,Overall,2016-17,secondary,boys,47.82
Kerala,General,2016-17,secondary,boys,9.61
Kerala,SC,2016-17,secondary,boys,13.2
Kerala,ST,2016-17,secondary,boys,22.46
Kerala,OBC,2016-17,secondary,boys,18.03
Kerala,Overall,2016-17,secondary,boys,15.58
Lakshadweep,General,2016-17,secondary,boys,0
Lakshadweep,SC,2016-17,secondary,boys,0
Lakshadweep,ST,2016-17,secondary,boys,5.64
Lakshadweep,OBC,2016-17,secondary,boys,44.44
Lakshadweep,Overall,2016-17,secondary,boys,5.68
Madhya Pradesh,General,2016-17,secondary,boys,15.48
Madhya Pradesh,SC,2016-17,secondary,boys,27.82
Madhya Pradesh,ST,2016-17,secondary,boys,30.81
Madhya Pradesh,OBC,2016-17,secondary,boys,22.82
Madhya Pradesh,Overall,2016-17,secondary,boys,23.69
Maharashtra,General,2016-17,secondary,boys,9.91
Maharashtra,SC,2016-17,secondary,boys,13.23
Maharashtra,ST,2016-17,secondary,boys,18.25
Maharashtra,OBC,2016-17,secondary,boys,10.68
Maharashtra,Overall,2016-17,secondary,boys,11.43
Manipur,General,2016-17,secondary,boys,30.37
Manipur,SC,2016-17,secondary,boys,12.07
Manipur,ST,2016-17,secondary,boys,23.08
Manipur,OBC,2016-17,secondary,boys,6.39
Manipur,Overall,2016-17,secondary,boys,21.14
Meghalaya,General,2016-17,secondary,boys,29.56
Meghalaya,SC,2016-17,secondary,boys,49.1
Meghalaya,ST,2016-17,secondary,boys,27.94
Meghalaya,OBC,2016-17,secondary,boys,24.23
Meghalaya,Overall,2016-17,secondary,boys,28.33
Mizoram,General,2016-17,secondary,boys,17.45
Mizoram,SC,2016-17,secondary,boys,84.87
Mizoram,ST,2016-17,secondary,boys,31.32
Mizoram,OBC,2016-17,secondary,boys,0
Mizoram,Overall,2016-17,secondary,boys,32.46
Nagaland,General,2016-17,secondary,boys,28.64
Nagaland,SC,2016-17,secondary,boys,56.01
Nagaland,ST,2016-17,secondary,boys,31.79
Nagaland,OBC,2016-17,secondary,boys,0
Nagaland,Overall,2016-17,secondary,boys,31.51
Odisha,General,2016-17,secondary,boys,0
Odisha,SC,2016-17,secondary,boys,33.94
Odisha,ST,2016-17,secondary,boys,30.62
Odisha,OBC,2016-17,secondary,boys,38.14
Odisha,Overall,2016-17,secondary,boys,28.91
Puducherry,General,2016-17,secondary,boys,20.24
Puducherry,SC,2016-17,secondary,boys,19.4
Puducherry,ST,2016-17,secondary,boys,0
Puducherry,OBC,2016-17,secondary,boys,14.35
Puducherry,Overall,2016-17,secondary,boys,15.72
Punjab,General,2016-17,secondary,boys,6.8
Punjab,SC,2016-17,secondary,boys,13.42
Punjab,ST,2016-17,secondary,boys,8.03
Punjab,OBC,2016-17,secondary,boys,6.95
Punjab,Overall,2016-17,secondary,boys,9.14
Rajasthan,General,2016-17,secondary,boys,7.21
Rajasthan,SC,2016-17,secondary,boys,19.68
Rajasthan,ST,2016-17,secondary,boys,19.61
Rajasthan,OBC,2016-17,secondary,boys,15.14
Rajasthan,Overall,2016-17,secondary,boys,15.13
Sikkim,General,2016-17,secondary,boys,0
Sikkim,SC,2016-17,secondary,boys,32.83
Sikkim,ST,2016-17,secondary,boys,26.2
Sikkim,OBC,2016-17,secondary,boys,32.2
Sikkim,Overall,2016-17,secondary,boys,25.72
Tamilnadu,General,2016-17,secondary,boys,9.36
Tamilnadu,SC,2016-17,secondary,boys,16.31
Tamilnadu,ST,2016-17,secondary,boys,20.63
Tamilnadu,OBC,2016-17,secondary,boys,12.9
Tamilnadu,Overall,2016-17,secondary,boys,13.65
Telangana,General,2016-17,secondary,boys,23.37
Telangana,SC,2016-17,secondary,boys,22.06
Telangana,ST,2016-17,secondary,boys,19.42
Telangana,OBC,2016-17,secondary,boys,24.8
Telangana,Overall,2016-17,secondary,boys,23.46
Tripura,General,2016-17,secondary,boys,22.21
Tripura,SC,2016-17,secondary,boys,28.49
Tripura,ST,2016-17,secondary,boys,35.91
Tripura,OBC,2016-17,secondary,boys,25.15
Tripura,Overall,2016-17,secondary,boys,29.21
Uttarakhand,General,2016-17,secondary,boys,6.39
Uttarakhand,SC,2016-17,secondary,boys,17.83
Uttarakhand,ST,2016-17,secondary,boys,11.27
Uttarakhand,OBC,2016-17,secondary,boys,9.79
Uttarakhand,Overall,2016-17,secondary,boys,9.94
Uttar Pradesh,General,2016-17,secondary,boys,13.37
Uttar Pradesh,SC,2016-17,secondary,boys,18.3
Uttar Pradesh,ST,2016-17,secondary,boys,16.29
Uttar Pradesh,OBC,2016-17,secondary,boys,9.45
Uttar Pradesh,Overall,2016-17,secondary,boys,12.54
West Bengal,General,2016-17,secondary,boys,21.79
West Bengal,SC,2016-17,secondary,boys,33.68
West Bengal,ST,2016-17,secondary,boys,37
West Bengal,OBC,2016-17,secondary,boys,24.06
West Bengal,Overall,2016-17,secondary,boys,26.53
All India,Overall,2016-17,secondary,boys,22.11
Andaman & Nicobar Islands,General,2017-18,secondary,boys,10.55
Andaman & Nicobar Islands,SC,2017-18,secondary,boys,0
Andaman & Nicobar Islands,ST,2017-18,secondary,boys,14.35
Andaman & Nicobar Islands,OBC,2017-18,secondary,boys,7.89
Andaman & Nicobar Islands,Overall,2017-18,secondary,boys,10.18
Andhra Pradesh,General,2017-18,secondary,boys,28.11
Andhra Pradesh,SC,2017-18,secondary,boys,23.7
Andhra Pradesh,ST,2017-18,secondary,boys,31
Andhra Pradesh,OBC,2017-18,secondary,boys,21.72
Andhra Pradesh,Overall,2017-18,secondary,boys,24.21
Arunachal Pradesh,General,2017-18,secondary,boys,31.41
Arunachal Pradesh,SC,2017-18,secondary,boys,56.96
Arunachal Pradesh,ST,2017-18,secondary,boys,16.86
Arunachal Pradesh,OBC,2017-18,secondary,boys,2.14
Arunachal Pradesh,Overall,2017-18,secondary,boys,20.68
Assam,General,2017-18,secondary,boys,31.48
Assam,SC,2017-18,secondary,boys,36.85
Assam,ST,2017-18,secondary,boys,31.54
Assam,OBC,2017-18,secondary,boys,31.66
Assam,Overall,2017-18,secondary,boys,32.08
Bihar,General,2017-18,secondary,boys,18.68
Bihar,SC,2017-18,secondary,boys,33.46
Bihar,ST,2017-18,secondary,boys,0
Bihar,OBC,2017-18,secondary,boys,33.2
Bihar,Overall,2017-18,secondary,boys,30.34
Chandigarh,General,2017-18,secondary,boys,0
Chandigarh,SC,2017-18,secondary,boys,0
Chandigarh,ST,2017-18,secondary,boys,0
Chandigarh,OBC,2017-18,secondary,boys,0
Chandigarh,Overall,2017-18,secondary,boys,0
Chhattisgarh,General,2017-18,secondary,boys,14.24
Chhattisgarh,SC,2017-18,secondary,boys,24.02
Chhattisgarh,ST,2017-18,secondary,boys,24.12
Chhattisgarh,OBC,2017-18,secondary,boys,21.48
Chhattisgarh,Overall,2017-18,secondary,boys,21.94
Dadra & Nagar Haveli,General,2017-18,secondary,boys,16.97
Dadra & Nagar Haveli,SC,2017-18,secondary,boys,18.68
Dadra & Nagar Haveli,ST,2017-18,secondary,boys,34.42
Dadra & Nagar Haveli,OBC,2017-18,secondary,boys,1.35
Dadra & Nagar Haveli,Overall,2017-18,secondary,boys,27.67
Daman & Diu,General,2017-18,secondary,boys,17.87
Daman & Diu,SC,2017-18,secondary,boys,32.72
Daman & Diu,ST,2017-18,secondary,boys,48.14
Daman & Diu,OBC,2017-18,secondary,boys,23.09
Daman & Diu,Overall,2017-18,secondary,boys,24.88
Delhi,General,2017-18,secondary,boys,20.54
Delhi,SC,2017-18,secondary,boys,20.31
Delhi,ST,2017-18,secondary,boys,4.52
Delhi,OBC,2017-18,secondary,boys,0
Delhi,Overall,2017-18,secondary,boys,18.85
Goa,General,2017-18,secondary,boys,9.65
Goa,SC,2017-18,secondary,boys,19.77
Goa,ST,2017-18,secondary,boys,8.28
Goa,OBC,2017-18,secondary,boys,13.08
Goa,Overall,2017-18,secondary,boys,10.21
Gujarat,General,2017-18,secondary,boys,13.93
Gujarat,SC,2017-18,secondary,boys,25.78
Gujarat,ST,2017-18,secondary,boys,24.64
Gujarat,OBC,2017-18,secondary,boys,25.24
Gujarat,Overall,2017-18,secondary,boys,21.77
Haryana,General,2017-18,secondary,boys,9.11
Haryana,SC,2017-18,secondary,boys,20.62
Haryana,ST,2017-18,secondary,boys,0
Haryana,OBC,2017-18,secondary,boys,15.74
Haryana,Overall,2017-18,secondary,boys,13.74
Himachal Pradesh,General,2017-18,secondary,boys,6.67
Himachal Pradesh,SC,2017-18,secondary,boys,11.12
Himachal Pradesh,ST,2017-18,secondary,boys,5.02
Himachal Pradesh,OBC,2017-18,secondary,boys,4.84
Himachal Pradesh,Overall,2017-18,secondary,boys,7.5
Jammu & Kashmir,General,2017-18,secondary,boys,0
Jammu & Kashmir,SC,2017-18,secondary,boys,17.72
Jammu & Kashmir,ST,2017-18,secondary,boys,16.67
Jammu & Kashmir,OBC,2017-18,secondary,boys,25.46
Jammu & Kashmir,Overall,2017-18,secondary,boys,4.07
Jharkhand,General,2017-18,secondary,boys,0
Jharkhand,SC,2017-18,secondary,boys,1.84
Jharkhand,ST,2017-18,secondary,boys,16.78
Jharkhand,OBC,2017-18,secondary,boys,14.09
Jharkhand,Overall,2017-18,secondary,boys,8.23
Karnataka,General,2017-18,secondary,boys,51.22
Karnataka,SC,2017-18,secondary,boys,26.09
Karnataka,ST,2017-18,secondary,boys,26.51
Karnataka,OBC,2017-18,secondary,boys,20.23
Karnataka,Overall,2017-18,secondary,boys,26.4
Kerala,General,2017-18,secondary,boys,6.15
Kerala,SC,2017-18,secondary,boys,12.41
Kerala,ST,2017-18,secondary,boys,18.44
Kerala,OBC,2017-18,secondary,boys,17.73
Kerala,Overall,2017-18,secondary,boys,14.48
Lakshadweep,General,2017-18,secondary,boys,60
Lakshadweep,SC,2017-18,secondary,boys,0
Lakshadweep,ST,2017-18,secondary,boys,8.4
Lakshadweep,OBC,2017-18,secondary,boys,0
Lakshadweep,Overall,2017-18,secondary,boys,7.53
Madhya Pradesh,General,2017-18,secondary,boys,13.07
Madhya Pradesh,SC,2017-18,secondary,boys,28.6
Madhya Pradesh,ST,2017-18,secondary,boys,33.12
Madhya Pradesh,OBC,2017-18,secondary,boys,23.4
Madhya Pradesh,Overall,2017-18,secondary,boys,24.16
Maharashtra,General,2017-18,secondary,boys,11.29
Maharashtra,SC,2017-18,secondary,boys,14.85
Maharashtra,ST,2017-18,secondary,boys,21.59
Maharashtra,OBC,2017-18,secondary,boys,11.58
Maharashtra,Overall,2017-18,secondary,boys,12.9
Manipur,General,2017-18,secondary,boys,0
Manipur,SC,2017-18,secondary,boys,0
Manipur,ST,2017-18,secondary,boys,8.77
Manipur,OBC,2017-18,secondary,boys,5.54
Manipur,Overall,2017-18,secondary,boys,4.12
Meghalaya,General,2017-18,secondary,boys,13.65
Meghalaya,SC,2017-18,secondary,boys,0
Meghalaya,ST,2017-18,secondary,boys,17.95
Meghalaya,OBC,2017-18,secondary,boys,23.04
Meghalaya,Overall,2017-18,secondary,boys,17.35
Mizoram,General,2017-18,secondary,boys,0
Mizoram,SC,2017-18,secondary,boys,0
Mizoram,ST,2017-18,secondary,boys,24.73
Mizoram,OBC,2017-18,secondary,boys,0
Mizoram,Overall,2017-18,secondary,boys,22.61
Nagaland,General,2017-18,secondary,boys,21.34
Nagaland,SC,2017-18,secondary,boys,14.25
Nagaland,ST,2017-18,secondary,boys,12.62
Nagaland,OBC,2017-18,secondary,boys,17.27
Nagaland,Overall,2017-18,secondary,boys,13.54
Odisha,General,2017-18,secondary,boys,0
Odisha,SC,2017-18,secondary,boys,30.94
Odisha,ST,2017-18,secondary,boys,29.9
Odisha,OBC,2017-18,secondary,boys,38.06
Odisha,Overall,2017-18,secondary,boys,28.72
Puducherry,General,2017-18,secondary,boys,0
Puducherry,SC,2017-18,secondary,boys,30.77
Puducherry,ST,2017-18,secondary,boys,32.08
Puducherry,OBC,2017-18,secondary,boys,26.46
Puducherry,Overall,2017-18,secondary,boys,21.86
Punjab,General,2017-18,secondary,boys,13.02
Punjab,SC,2017-18,secondary,boys,16.65
Punjab,ST,2017-18,secondary,boys,0
Punjab,OBC,2017-18,secondary,boys,8.98
Punjab,Overall,2017-18,secondary,boys,13.65
Rajasthan,General,2017-18,secondary,boys,7.66
Rajasthan,SC,2017-18,secondary,boys,13.9
Rajasthan,ST,2017-18,secondary,boys,14.72
Rajasthan,OBC,2017-18,secondary,boys,8.8
Rajasthan,Overall,2017-18,secondary,boys,10.33
Sikkim,General,2017-18,secondary,boys,26.9
Sikkim,SC,2017-18,secondary,boys,21.69
Sikkim,ST,2017-18,secondary,boys,16.44
Sikkim,OBC,2017-18,secondary,boys,15.48
Sikkim,Overall,2017-18,secondary,boys,18.33
Tamilnadu,General,2017-18,secondary,boys,9.89
Tamilnadu,SC,2017-18,secondary,boys,23.21
Tamilnadu,ST,2017-18,secondary,boys,23.23
Tamilnadu,OBC,2017-18,secondary,boys,18.58
Tamilnadu,Overall,2017-18,secondary,boys,19.4
Telangana,General,2017-18,secondary,boys,13.75
Telangana,SC,2017-18,secondary,boys,17.45
Telangana,ST,2017-18,secondary,boys,13.54
Telangana,OBC,2017-18,secondary,boys,22.71
Telangana,Overall,2017-18,secondary,boys,19.01
Tripura,General,2017-18,secondary,boys,20.26
Tripura,SC,2017-18,secondary,boys,25.84
Tripura,ST,2017-18,secondary,boys,35.12
Tripura,OBC,2017-18,secondary,boys,21.54
Tripura,Overall,2017-18,secondary,boys,27.06
Uttarakhand,General,2017-18,secondary,boys,8.4
Uttarakhand,SC,2017-18,secondary,boys,16.08
Uttarakhand,ST,2017-18,secondary,boys,15.11
Uttarakhand,OBC,2017-18,secondary,boys,15.58
Uttarakhand,Overall,2017-18,secondary,boys,11.9
Uttar Pradesh,General,2017-18,secondary,boys,18.75
Uttar Pradesh,SC,2017-18,secondary,boys,24.38
Uttar Pradesh,ST,2017-18,secondary,boys,18.58
Uttar Pradesh,OBC,2017-18,secondary,boys,16.17
Uttar Pradesh,Overall,2017-18,secondary,boys,18.65
West Bengal,General,2017-18,secondary,boys,15.96
West Bengal,SC,2017-18,secondary,boys,15.75
West Bengal,ST,2017-18,secondary,boys,18.01
West Bengal,OBC,2017-18,secondary,boys,4.47
West Bengal,Overall,2017-18,secondary,boys,14.12
All India,Overall,2017-18,secondary,boys,19.16
Andaman & Nicobar Islands,General,2018-19,secondary,boys,27.67
Andaman & Nicobar Islands,SC,2018-19,secondary,boys,0
Andaman & Nicobar Islands,ST,2018-19,secondary,boys,22.74
Andaman & Nicobar Islands,OBC,2018-19,secondary,boys,24.44
Andaman & Nicobar Islands,Overall,2018-19,secondary,boys,26.2
Andhra Pradesh,General,2018-19,secondary,boys,20.76
Andhra Pradesh,SC,2018-19,secondary,boys,17.68
Andhra Pradesh,ST,2018-19,secondary,boys,19.35
Andhra Pradesh,OBC,2018-19,secondary,boys,15.6
Andhra Pradesh,Overall,2018-19,secondary,boys,17.48
Arunachal Pradesh,General,2018-19,secondary,boys,45.09
Arunachal Pradesh,SC,2018-19,secondary,boys,0
Arunachal Pradesh,ST,2018-19,secondary,boys,35.5
Arunachal Pradesh,OBC,2018-19,secondary,boys,21.2
Arunachal Pradesh,Overall,2018-19,secondary,boys,36.93
Assam,General,2018-19,secondary,boys,29.28
Assam,SC,2018-19,secondary,boys,32.8
Assam,ST,2018-19,secondary,boys,28.62
Assam,OBC,2018-19,secondary,boys,33.42
Assam,Overall,2018-19,secondary,boys,30.77
Bihar,General,2018-19,secondary,boys,11.92
Bihar,SC,2018-19,secondary,boys,29.42
Bihar,ST,2018-19,secondary,boys,17.2
Bihar,OBC,2018-19,secondary,boys,30.99
Bihar,Overall,2018-19,secondary,boys,27.44
Chandigarh,General,2018-19,secondary,boys,4.62
Chandigarh,SC,2018-19,secondary,boys,7.69
Chandigarh,ST,2018-19,secondary,boys,0
Chandigarh,OBC,2018-19,secondary,boys,0
Chandigarh,Overall,2018-19,secondary,boys,4.72
Chhattisgarh,General,2018-19,secondary,boys,14.71
Chhattisgarh,SC,2018-19,secondary,boys,27.18
Chhattisgarh,ST,2018-19,secondary,boys,28.81
Chhattisgarh,OBC,2018-19,secondary,boys,22.33
Chhattisgarh,Overall,2018-19,secondary,boys,24.2
Dadra & Nagar Haveli,General,2018-19,secondary,boys,17.74
Dadra & Nagar Haveli,SC,2018-19,secondary,boys,17
Dadra & Nagar Haveli,ST,2018-19,secondary,boys,27.84
Dadra & Nagar Haveli,OBC,2018-19,secondary,boys,0
Dadra & Nagar Haveli,Overall,2018-19,secondary,boys,23.12
Daman & Diu,General,2018-19,secondary,boys,25.07
Daman & Diu,SC,2018-19,secondary,boys,12.84
Daman & Diu,ST,2018-19,secondary,boys,33.57
Daman & Diu,OBC,2018-19,secondary,boys,20.79
Daman & Diu,Overall,2018-19,secondary,boys,23.85
Delhi,General,2018-19,secondary,boys,16.85
Delhi,SC,2018-19,secondary,boys,19.9
Delhi,ST,2018-19,secondary,boys,0
Delhi,OBC,2018-19,secondary,boys,0
Delhi,Overall,2018-19,secondary,boys,16.06
Goa,General,2018-19,secondary,boys,15.87
Goa,SC,2018-19,secondary,boys,0
Goa,ST,2018-19,secondary,boys,9.36
Goa,OBC,2018-19,secondary,boys,0
Goa,Overall,2018-19,secondary,boys,12.26
Gujarat,General,2018-19,secondary,boys,15.25
Gujarat,SC,2018-19,secondary,boys,31.41
Gujarat,ST,2018-19,secondary,boys,30.38
Gujarat,OBC,2018-19,secondary,boys,30.22
Gujarat,Overall,2018-19,secondary,boys,25.79
Haryana,General,2018-19,secondary,boys,10.74
Haryana,SC,2018-19,secondary,boys,23.02
Haryana,ST,2018-19,secondary,boys,0
Haryana,OBC,2018-19,secondary,boys,17.54
Haryana,Overall,2018-19,secondary,boys,15.68
Himachal Pradesh,General,2018-19,secondary,boys,7.68
Himachal Pradesh,SC,2018-19,secondary,boys,13.17
Himachal Pradesh,ST,2018-19,secondary,boys,5.52
Himachal Pradesh,OBC,2018-19,secondary,boys,6.25
Himachal Pradesh,Overall,2018-19,secondary,boys,8.85
Jammu & Kashmir,General,2018-19,secondary,boys,14.37
Jammu & Kashmir,SC,2018-19,secondary,boys,21.99
Jammu & Kashmir,ST,2018-19,secondary,boys,29.2
Jammu & Kashmir,OBC,2018-19,secondary,boys,29.67
Jammu & Kashmir,Overall,2018-19,secondary,boys,17.9
Jharkhand,General,2018-19,secondary,boys,0
Jharkhand,SC,2018-19,secondary,boys,24.93
Jharkhand,ST,2018-19,secondary,boys,30.71
Jharkhand,OBC,2018-19,secondary,boys,26.64
Jharkhand,Overall,2018-19,secondary,boys,22.08
Karnataka,General,2018-19,secondary,boys,48.03
Karnataka,SC,2018-19,secondary,boys,26.92
Karnataka,ST,2018-19,secondary,boys,27.55
Karnataka,OBC,2018-19,secondary,boys,21.88
Karnataka,Overall,2018-19,secondary,boys,26.36
Kerala,General,2018-19,secondary,boys,0.7
Kerala,SC,2018-19,secondary,boys,10.96
Kerala,ST,2018-19,secondary,boys,17.66
Kerala,OBC,2018-19,secondary,boys,14.97
Kerala,Overall,2018-19,secondary,boys,11.32
Lakshadweep,General,2018-19,secondary,boys,66.67
Lakshadweep,SC,2018-19,secondary,boys,0
Lakshadweep,ST,2018-19,secondary,boys,3.7
Lakshadweep,OBC,2018-19,secondary,boys,0
Lakshadweep,Overall,2018-19,secondary,boys,3.58
Madhya Pradesh,General,2018-19,secondary,boys,17.31
Madhya Pradesh,SC,2018-19,secondary,boys,25.15
Madhya Pradesh,ST,2018-19,secondary,boys,39.51
Madhya Pradesh,OBC,2018-19,secondary,boys,23.49
Madhya Pradesh,Overall,2018-19,secondary,boys,25.55
Maharashtra,General,2018-19,secondary,boys,10.52
Maharashtra,SC,2018-19,secondary,boys,15.48
Maharashtra,ST,2018-19,secondary,boys,22.81
Maharashtra,OBC,2018-19,secondary,boys,14.01
Maharashtra,Overall,2018-19,secondary,boys,13.67
Manipur,General,2018-19,secondary,boys,1.06
Manipur,SC,2018-19,secondary,boys,3.51
Manipur,ST,2018-19,secondary,boys,16.85
Manipur,OBC,2018-19,secondary,boys,18.73
Manipur,Overall,2018-19,secondary,boys,12.9
Meghalaya,General,2018-19,secondary,boys,20.93
Meghalaya,SC,2018-19,secondary,boys,2.89
Meghalaya,ST,2018-19,secondary,boys,21.15
Meghalaya,OBC,2018-19,secondary,boys,16.05
Meghalaya,Overall,2018-19,secondary,boys,20.85
Mizoram,General,2018-19,secondary,boys,58.88
Mizoram,SC,2018-19,secondary,boys,63.09
Mizoram,ST,2018-19,secondary,boys,9.08
Mizoram,OBC,2018-19,secondary,boys,0
Mizoram,Overall,2018-19,secondary,boys,11.17
Nagaland,General,2018-19,secondary,boys,24.22
Nagaland,SC,2018-19,secondary,boys,23
Nagaland,ST,2018-19,secondary,boys,25.65
Nagaland,OBC,2018-19,secondary,boys,32.49
Nagaland,Overall,2018-19,secondary,boys,25.65
Odisha,General,2018-19,secondary,boys,0
Odisha,SC,2018-19,secondary,boys,19.12
Odisha,ST,2018-19,secondary,boys,22.62
Odisha,OBC,2018-19,secondary,boys,21.94
Odisha,Overall,2018-19,secondary,boys,11.75
Puducherry,General,2018-19,secondary,boys,42.35
Puducherry,SC,2018-19,secondary,boys,21.79
Puducherry,ST,2018-19,secondary,boys,0
Puducherry,OBC,2018-19,secondary,boys,11.4
Puducherry,Overall,2018-19,secondary,boys,17.29
Punjab,General,2018-19,secondary,boys,10.06
Punjab,SC,2018-19,secondary,boys,17.78
Punjab,ST,2018-19,secondary,boys,21.96
Punjab,OBC,2018-19,secondary,boys,10.81
Punjab,Overall,2018-19,secondary,boys,13.01
Rajasthan,General,2018-19,secondary,boys,9.84
Rajasthan,SC,2018-19,secondary,boys,16.69
Rajasthan,ST,2018-19,secondary,boys,18.53
Rajasthan,OBC,2018-19,secondary,boys,10.53
Rajasthan,Overall,2018-19,secondary,boys,12.63
Sikkim,General,2018-19,secondary,boys,26.58
Sikkim,SC,2018-19,secondary,boys,25.87
Sikkim,ST,2018-19,secondary,boys,25.65
Sikkim,OBC,2018-19,secondary,boys,26.79
Sikkim,Overall,2018-19,secondary,boys,26.3
Tamilnadu,General,2018-19,secondary,boys,16.39
Tamilnadu,SC,2018-19,secondary,boys,25.46
Tamilnadu,ST,2018-19,secondary,boys,21.91
Tamilnadu,OBC,2018-19,secondary,boys,15.23
Tamilnadu,Overall,2018-19,secondary,boys,17.72
Telangana,General,2018-19,secondary,boys,21.88
Telangana,SC,2018-19,secondary,boys,10.92
Telangana,ST,2018-19,secondary,boys,11.96
Telangana,OBC,2018-19,secondary,boys,14.61
Telangana,Overall,2018-19,secondary,boys,15.26
Tripura,General,2018-19,secondary,boys,19.86
Tripura,SC,2018-19,secondary,boys,31.43
Tripura,ST,2018-19,secondary,boys,35.49
Tripura,OBC,2018-19,secondary,boys,27.22
Tripura,Overall,2018-19,secondary,boys,29.4
Uttarakhand,General,2018-19,secondary,boys,8.86
Uttarakhand,SC,2018-19,secondary,boys,18.2
Uttarakhand,ST,2018-19,secondary,boys,12.11
Uttarakhand,OBC,2018-19,secondary,boys,14.37
Uttarakhand,Overall,2018-19,secondary,boys,12.3
Uttar Pradesh,General,2018-19,secondary,boys,13.3
Uttar Pradesh,SC,2018-19,secondary,boys,18.64
Uttar Pradesh,ST,2018-19,secondary,boys,18.27
Uttar Pradesh,OBC,2018-19,secondary,boys,15.09
Uttar Pradesh,Overall,2018-19,secondary,boys,15.47
West Bengal,General,2018-19,secondary,boys,17.11
West Bengal,SC,2018-19,secondary,boys,23.69
West Bengal,ST,2018-19,secondary,boys,28.91
West Bengal,OBC,2018-19,secondary,boys,15.17
West Bengal,Overall,2018-19,secondary,boys,19.36
All India,Overall,2018-19,secondary,boys,18.68
Andaman & Nicobar Islands,General,2019-20,secondary,boys,17.91
Andaman & Nicobar Islands,SC,2019-20,secondary,boys,0
Andaman & Nicobar Islands,ST,2019-20,secondary,boys,23.32
Andaman & Nicobar Islands,OBC,2019-20,secondary,boys,19.25
Andaman & Nicobar Islands,Overall,2019-20,secondary,boys,19.1
Andhra Pradesh,General,2019-20,secondary,boys,22.2
Andhra Pradesh,SC,2019-20,secondary,boys,16.68
Andhra Pradesh,ST,2019-20,secondary,boys,19.37
Andhra Pradesh,OBC,2019-20,secondary,boys,14.82
Andhra Pradesh,Overall,2019-20,secondary,boys,17.22
Arunachal Pradesh,General,2019-20,secondary,boys,46.68
Arunachal Pradesh,SC,2019-20,secondary,boys,38.12
Arunachal Pradesh,ST,2019-20,secondary,boys,34.85
Arunachal Pradesh,OBC,2019-20,secondary,boys,34.36
Arunachal Pradesh,Overall,2019-20,secondary,boys,37.64
Assam,General,2019-20,secondary,boys,29.87
Assam,SC,2019-20,secondary,boys,35.64
Assam,ST,2019-20,secondary,boys,29.53
Assam,OBC,2019-20,secondary,boys,33.79
Assam,Overall,2019-20,secondary,boys,31.54
Bihar,General,2019-20,secondary,boys,11.31
Bihar,SC,2019-20,secondary,boys,23.05
Bihar,ST,2019-20,secondary,boys,19.64
Bihar,OBC,2019-20,secondary,boys,21.55
Bihar,Overall,2019-20,secondary,boys,20.01
Chandigarh,General,2019-20,secondary,boys,5.26
Chandigarh,SC,2019-20,secondary,boys,10.58
Chandigarh,ST,2019-20,secondary,boys,0
Chandigarh,OBC,2019-20,secondary,boys,4
Chandigarh,Overall,2019-20,secondary,boys,5.91
Chhattisgarh,General,2019-20,secondary,boys,10.2
Chhattisgarh,SC,2019-20,secondary,boys,19.56
Chhattisgarh,ST,2019-20,secondary,boys,21.81
Chhattisgarh,OBC,2019-20,secondary,boys,19.66
Chhattisgarh,Overall,2019-20,secondary,boys,19.36
Dadra & Nagar Haveli,General,2019-20,secondary,boys,18.02
Dadra & Nagar Haveli,SC,2019-20,secondary,boys,16.1
Dadra & Nagar Haveli,ST,2019-20,secondary,boys,27.48
Dadra & Nagar Haveli,OBC,2019-20,secondary,boys,4.19
Dadra & Nagar Haveli,Overall,2019-20,secondary,boys,22.81
Daman & Diu,General,2019-20,secondary,boys,28.68
Daman & Diu,SC,2019-20,secondary,boys,17.58
Daman & Diu,ST,2019-20,secondary,boys,33.86
Daman & Diu,OBC,2019-20,secondary,boys,14.07
Daman & Diu,Overall,2019-20,secondary,boys,23.19
Delhi,General,2019-20,secondary,boys,17.29
Delhi,SC,2019-20,secondary,boys,15.89
Delhi,ST,2019-20,secondary,boys,2.44
Delhi,OBC,2019-20,secondary,boys,0
Delhi,Overall,2019-20,secondary,boys,15.71
Goa,General,2019-20,secondary,boys,14.1
Goa,SC,2019-20,secondary,boys,9.09
Goa,ST,2019-20,secondary,boys,13.66
Goa,OBC,2019-20,secondary,boys,5.32
Goa,Overall,2019-20,secondary,boys,12.82
Gujarat,General,2019-20,secondary,boys,19.1
Gujarat,SC,2019-20,secondary,boys,25.35
Gujarat,ST,2019-20,secondary,boys,29.27
Gujarat,OBC,2019-20,secondary,boys,29.64
Gujarat,Overall,2019-20,secondary,boys,25.97
Haryana,General,2019-20,secondary,boys,11.21
Haryana,SC,2019-20,secondary,boys,21.26
Haryana,ST,2019-20,secondary,boys,0
Haryana,OBC,2019-20,secondary,boys,14
Haryana,Overall,2019-20,secondary,boys,14.38
Himachal Pradesh,General,2019-20,secondary,boys,6.87
Himachal Pradesh,SC,2019-20,secondary,boys,13.04
Himachal Pradesh,ST,2019-20,secondary,boys,7.89
Himachal Pradesh,OBC,2019-20,secondary,boys,5.45
Himachal Pradesh,Overall,2019-20,secondary,boys,8.43
Jammu & Kashmir,General,2019-20,secondary,boys,13.16
Jammu & Kashmir,SC,2019-20,secondary,boys,25.36
